"","rank","Youtuber","subscribers","video.views","category","Title","uploads","Country","Abbreviation","channel_type","video_views_rank","country_rank","channel_type_rank","video_views_for_the_last_30_days","lowest_monthly_earnings","highest_monthly_earnings","lowest_yearly_earnings","highest_yearly_earnings","subscribers_for_last_30_days","created_year","created_month","created_date","Gross.tertiary.education.enrollment....","Population","Unemployment.rate","Urban_population","Latitude","Longitude"
"187",187,"Shemaroo Movies",17.1548325359083,22.7515115785649,"Entertainment","Shemaroo Movies",3009,"India","IN","Film",721,46,13,19.0356825823685,10.7407350770698,13.5142703209136,13.226543196314,16.0015618347024,5e+05,2011,"Mar",1,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"188",188,"Michael Jackson",17.1548325359083,23.3913599619156,"Music","Michael Jackson",15,"USA","US","Music",242,54,59,18.8818391190227,10.5865843972426,13.3604349493028,13.072752876851,15.8436588052566,2e+05,2005,"Jun",22,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"189",189,"Drake",17.151280134304,23.4523528784231,"Music","drake",3,"nan","nan","Film",4011030,-1,4909,3.43398720448515,-4.60517018598809,-2.12026353620009,-2.40794560865187,0,1,2005,"Sep",23,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"190",190,"Goldmines Dishoom",17.1477150681395,22.8754312635516,"Film & Animation","Goldmines Dishoom",3878,"nan","nan","Film",587,-1,14,18.6769572850075,10.3828225092107,13.1554112314505,12.8677291589987,15.6400598500153,4e+05,2016,"Nov",26,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"191",191,"Sandeep Maheshwari",17.1405465786609,21.5575085142156,"People & Blogs","Sandeepmaheshwari",0,"Singapore","SG","nan",4057944,3017,-1,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1,2008,"Jan",2,84.8,15.5566026772116,4.11,2.74448515797114,1.352083,103.819836
"192",192,"Bounce Patrol - Kids Songs",17.1405465786609,23.7695891030617,"Music","Bounce Patrol - Kids Songs",292,"Australia","AU","Music",111,1,61,18.6631640703652,10.3703612887729,13.1417737709242,12.8539609196845,15.6237993291435,349153.834094369,2013,"Jan",1,113.1,17.0645898316137,5.27,2.82728234633352,-25.274398,133.775136
"193",193,"toycantando",17.1369429711576,23.4818622794749,"Music","toycantando",619,"Colombia","CO","Music",197,4,62,18.9736228839837,10.6805162170768,13.4520986860871,13.164464553423,15.9317660727668,2e+05,2009,"Jul",7,55.3,17.7342994828506,9.71,2.86362053458697,4.570868,-74.297333
"194",194,"MrBeast 2",17.1296965626368,22.238960185113,"People & Blogs","Leaux Pass",27,"USA","US","Music",2161873,5889,4311,6.47543271670409,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2011,"Jun",23,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"195",195,"Wiz Khalifa",17.1296965626368,23.3169817113284,"Music","Wiz Khalifa",682,"USA","US","Music",275,57,63,18.3203077698056,10.0257051852604,12.7988468519433,12.510980498647,15.2741255806638,1e+05,2008,"May",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"196",196,"JYP Entertainment",17.1260535713583,23.7131384771821,"Music","JYP Entertainment",1753,"South Korea","KR","Music",124,4,64,19.5444115707518,11.2502611554937,13.9978321147582,13.7352761652537,16.5101377387343,2e+05,2008,"Jan",25,94.3,17.7611443007857,4.15,2.86537970209776,35.907757,127.766922
"197",197,"ýýý Kids Roma Show",17.1260535713583,23.0589394652412,"People & Blogs","ýýý Kids Roma Show",642,"USA","US","Entertainment",418,58,50,18.9851077963135,10.6919449129004,13.463680999022,13.1759041443324,15.9437422638135,4e+05,2015,"May",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"198",198,"DanTDM",17.1260535713583,23.689460514799,"Gaming","DanTDM",3664,"UK","GB","Games",132,7,16,18.1807470233307,9.88837391472608,12.6593750830525,12.3715870840077,15.1505116246966,5e+05,2012,"Jul",14,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"199",199,"Nick Jr.",17.1223972601552,23.8341381523013,"Film & Animation","Nick Jr.",5438,"USA","US","Entertainment",100,59,51,17.5660964015142,9.26860928010016,12.0447294951214,11.7566556498928,14.5086577385242,2e+05,2012,"Sep",27,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"200",200,"Crazy XYZ",17.1223972601552,22.7651992037419,"Entertainment","Crazy XYZ",1259,"India","IN","Tech",707,48,2,18.4427846428593,10.1503476304677,12.9212259063527,12.6336253501023,15.4047457630809,1e+05,2017,"Sep",10,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"201",201,"ToyPuddingTV",17.1150442858499,23.4906461582338,"Entertainment","ToyPudding TV[ï¿½ï¿½ï¿½ï¿½ï",2,"nan","nan","People",4052296,-1,7692,2.63905732961526,-4.60517018598809,-2.81341071676004,-3.2188758248682,-0.400477566597125,349153.834094369,2017,"Jun",7,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"202",202,"Dushyant kukreja",17.1150442858499,23.5750384112065,"Entertainment","Dushyant kukreja",889,"India","IN","Entertainment",159,49,52,19.8785792309317,11.5843154610569,14.3461388090264,14.0778748224318,16.8408016337598,7e+05,2015,"Sep",26,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"203",203,"Gulshan Kalra",17.1150442858499,23.2674192877131,"Howto & Style","Gulshan Kalra",545,"nan","nan","Howto",296,-1,5,20.0356612676984,11.7416533945783,14.5086577385242,14.2209756660724,16.9977223984609,1300000,2018,"Apr",9,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"204",204,"Brent Rivera",17.1113474239686,22.6059221218532,"Comedy","Brent Rivera",554,"USA","US","Entertainment",909,60,53,18.7884647530928,10.494048144321,13.2669830670143,12.9794163680844,15.7470319695675,3e+05,2009,"Aug",1,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"205",205,"Renato Garcia YT",17.1076368445721,22.7950048704519,"Entertainment","Renato Garcia YT",3956,"Brazil","BR","Entertainment",664,11,54,18.233290362344,9.93788897925346,12.7116847022433,12.4240026297915,15.2018049190842,2e+05,2011,"Sep",29,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"206",206,"Beast Reacts",17.1001741233705,22.2021500932947,"People & Blogs","Beast Reacts",241,"USA","US","Entertainment",1632,61,54,19.4365887304893,11.1418617835794,13.9108207377686,13.6274928086254,16.403274593192,1200000,2016,"Apr",24,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"207",207,"enchufetv",17.1001741233705,23.057088546747,"Comedy","enchufetv",975,"Colombia","CO","Comedy",420,5,11,17.0085761459327,8.7160440501614,11.4876076569859,11.1995836457379,13.9978321147582,349153.834094369,2011,"Nov",13,55.3,17.7342994828506,9.71,2.86362053458697,4.570868,-74.297333
"208",208,"Netflix",17.1001741233705,22.6936830629145,"Entertainment","Netflix",6471,"USA","US","Entertainment",797,62,55,18.5881086049063,10.2955296403122,13.066639228632,12.7790276407617,15.5559767328048,2e+05,2012,"Jul",17,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"209",209,"Raffy Tulfo in Action",17.0926552909565,23.4356900218857,"News & Politics","Raffy Tulfo in Action",10022,"Philippines","PH","News",219,3,5,18.9100579869125,10.6164373603923,13.388566418179,13.1009354299907,15.8696342916598,3e+05,2016,"Apr",20,35.5,18.4987209710763,2.15,2.87620880108765,12.879721,121.774017
"210",210,"WORLDSTARHIPHOP",17.0926552909565,23.7367455552962,"Music","WORLDSTARHIPHOP",6873,"USA","US","Music",117,63,65,18.3052474455,10.0123419574482,12.7838089745788,12.496126902127,15.2741255806638,349153.834094369,2008,"Nov",8,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"211",211,"Goldmines Bollywood",17.0888745681165,22.8745349597082,"Film & Animation","Goldmines Bollywood",3622,"India","IN","Film",588,50,15,18.4174455162423,10.1226230824528,12.8959645333694,12.6081988523728,15.3841264758781,4e+05,2015,"Jul",22,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"212",212,"Alan Chikin Chow",17.0888745681165,24.0193444020725,"Comedy","Alan Chikin Chow",865,"USA","US","Comedy",61,63,12,20.7682392025891,12.4741895624871,15.2505950832536,14.9469126694554,17.731525584662,1300000,2020,"Feb",3,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"213",213,"PANDA BOI",17.0888745681165,23.5688494124591,"Entertainment","PANDA BOI",967,"Italy","IT","Entertainment",158,1,55,20.9262066809431,12.6326467168486,15.4047457630809,15.1238433776145,17.8896524128689,2e+06,2020,"Dec",5,61.9,17.9147994766854,9.89,2.86611230287646,41.87194,12.56738
"214",214,"BB Ki Vines",17.085079497148,22.2813755000663,"Entertainment","BB Ki Vines",190,"India","IN","Entertainment",1462,51,57,16.66413396648,8.36637030168165,11.1433100097558,10.8551454282476,13.6274928086254,349153.834094369,2015,"Jun",20,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"215",215,"D Billions",17.0812699687313,24.1882972104361,"nan","D Billions",775,"USA","US","Entertainment",33,64,58,20.003930726366,11.7101356342579,14.4573644441367,14.2209756660724,16.9682465803279,2e+05,2019,"Jul",27,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"216",216,"Junya.ï¿½ï¿½ï¿½ï¿½",17.0812699687313,23.5019317485442,"Entertainment","Junya.ï¿½ï¿½ï¿½ï¿½",5985,"Japan","JP","Entertainment",184,2,56,20.3973251483775,12.1034860567551,14.8802212949567,14.6039679183285,17.359364240028,1100000,2020,"Sep",14,63.2,18.6535890088939,2.29,2.92139783610444,36.204824,138.252924
"217",217,"Smosh",17.0774458722929,23.0684768326955,"Comedy","Smosh",1619,"USA","US","Comedy",410,65,13,18.0373097533173,9.74096862303835,12.5157607982446,12.228323254465,15.0094330264367,4e+05,2005,"Nov",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"218",218,"1MILLION Dance Studio",17.0774458722929,22.7884106911584,"Entertainment","1MILLION Dance Studio",0,"Saudi Arabia","SA","Music",4057944,3695,5641,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,349153.834094369,2019,"Jul",13,68,17.3497379399081,5.93,2.84352226295945,23.885942,45.079162
"219",219,"NichLmao",17.0736070959858,23.3695123061592,"People & Blogs","NichLmao",868,"nan","nan","People",249,-1,6,20.2229877254213,11.9290007521904,14.6909792953182,14.4032972228664,17.1862487321417,1100000,2018,"Sep",25,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"220",220,"Beyoncï¿",17.0736070959858,23.574490238132,"Music","Beyoncï¿",240,"USA","US","Music",163,66,66,17.8310644062193,9.53964411911878,12.3095313538984,12.0221498073692,14.8087623309746,349153.834094369,2005,"Nov",7,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"221",221,"Marï¿½ï¿½ï¿½ï¿½ï¿½",17.0736070959858,23.6462948503843,"Music","mariliamendonca",1,"nan","nan","Music",4057142,-1,4914,1.09861228866811,-4.60517018598809,-4.60517018598809,-4.60517018598809,-1.96611285637283,3,2008,"Jun",14,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"222",222,"Indosiar",17.0697535266698,23.1544263522945,"Music","Indosiar",65286,"Indonesia","ID","Entertainment",358,5,60,19.254385202698,10.9595402267854,13.7328895292759,13.4451712518315,16.2134058307626,6e+05,2013,"Sep",23,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"223",223,"VanossGaming",17.0658850498918,23.4667746730673,"Gaming","VanossGaming",1762,"Canada","CA","Games",206,5,17,17.8218796422371,9.52515111181622,12.3004733209517,12.0124878964575,14.7710220029917,349153.834094369,2011,"Sep",15,68.9,17.4262117173895,5.56,2.84708381560522,56.130366,-106.346771
"224",224,"David Guetta",17.0620015498654,23.6021164555533,"Music","David Guetta",749,"USA","US","Music",153,67,67,18.91668710282,10.6237634004843,13.3952870788806,13.1074527646686,15.8823733174372,1e+05,2009,"Dec",11,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"225",225,"LosPolinesios",17.0620015498654,22.7337492734992,"People & Blogs","LosPolinesios",982,"Mexico","MX","People",746,8,7,17.2332700279254,8.93590352627442,11.7117763237154,11.4240942512636,14.2209756660724,349153.834094369,2012,"Dec",16,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"226",226,"Nicki Minaj",17.0620015498654,23.0498585336243,"Music","Nicki Minaj",42,"USA","US","Music",425,67,67,18.4563470708292,10.1619982476876,12.9348282535575,12.6472265960468,15.4249484703984,1e+05,2013,"Aug",28,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"227",227,"Fede Vigevani",17.0581029094498,22.798037235464,"Howto & Style","Fede Vigevani",0,"nan","nan","nan",4057944,-1,-1,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,2,2019,"Aug",1,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"228",228,"TaylorSwiftVEVO",17.0581029094498,23.9655604211349,"Music","TaylorSwiftVEVO",287,"USA","US","Music",67,68,68,19.5794249840752,11.2847693718325,14.0778748224318,13.7703039651262,16.5433633863627,1e+05,2009,"May",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"229",229,"ZHC",17.0541890101287,21.7264375358739,"Film & Animation","zhc",5,"nan","nan","Entertainment",4042995,-1,6739,2.99573227355399,-4.60517018598809,-2.52572864430826,-2.81341071676004,-0.0408219945202552,4,2006,"Jan",24,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"230",230,"Post Malone",17.0541890101287,23.3905786292564,"Music","Post Malone",78,"USA","US","Music",243,69,69,19.0910658222871,10.797532675463,13.5696100195274,13.2819279470757,16.0562202472402,1e+05,2011,"Dec",15,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"231",231,"Rans Entertainment",17.0502597319888,22.584373031249,"People & Blogs","Rans Entertainment",3716,"Indonesia","ID","Entertainment",942,6,62,17.8843150652848,9.58877680769643,12.3626489525723,12.0753943218881,14.8451299751454,1e+05,2015,"Dec",27,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"232",232,"LankyBox",17.0502597319888,24.2584252454219,"Comedy","LankyBox",8775,"USA","US","Games",29,69,18,20.5191169886062,12.2248943997708,15.0094330264367,14.6909792953182,17.4816330249556,6e+05,2016,"Jul",30,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"233",233,"Coldplay",17.0463149536977,23.5758009079674,"Music","Coldplay",398,"UK","GB","Music",160,8,70,19.1081870446222,10.8137602120847,13.58672612676,13.2990021510628,16.0668023565708,1e+05,2010,"Jan",3,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"234",234,"Las Ratitas",17.0423545524817,22.9852629526194,"People & Blogs","LAS RATITAS",4,"nan","nan","People",4051936,-1,7690,2.39789527279837,-4.60517018598809,-3.2188758248682,-3.50655789731998,-0.63487827243597,349153.834094369,2019,"May",31,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"235",235,"WB Kids",17.0423545524817,23.1285521258599,"People & Blogs","WB Kids",2025,"USA","US","Film",375,70,16,18.7594289599949,10.465956409454,13.2380108009303,12.9503881126645,15.7176180843612,3e+05,2015,"Mar",31,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"236",236,"ABPLIVE",17.0423545524817,22.798744961234,"People & Blogs","ABPLIVE",12,"nan","nan","People",4026389,-1,7421,0.693147180559945,-4.60517018598809,-4.60517018598809,-4.60517018598809,-2.30258509299405,349153.834094369,2014,"Jul",26,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"238",238,"The Lallantop",17.0423545524817,23.065970493718,"News & Politics","The Lallantop",51129,"India","IN","News",408,52,6,19.4283466509176,11.1345890242503,13.9108207377686,13.6192523354314,16.3881227881714,3e+05,2015,"Mar",23,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"239",239,"RihannaVEVO",17.038378404102,23.6915656429681,"Music","RihannaVEVO",118,"USA","US","Music",130,71,72,18.3614189430735,10.0690019910137,12.8400004664301,12.5521415436817,15.3195879547405,349153.834094369,2009,"May",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"240",240,"WatchMojo.com",17.038378404102,23.5179257020179,"Music","WatchMojo.com",24837,"Canada","CA","Entertainment",180,6,64,17.7075145126784,9.41735454136051,12.1858699382127,11.8981878657609,14.6909792953182,349153.834094369,2007,"Jan",25,68.9,17.4262117173895,5.56,2.84708381560522,56.130366,-106.346771
"241",241,"TRANS7 OFFICIAL",17.0343863828325,23.3743587417949,"Entertainment","TRANS7 OFFICIAL",89179,"Indonesia","ID","Entertainment",251,7,64,18.6292303193632,10.3352699689617,13.1078586912014,12.8201766187497,15.5904629088759,1e+05,2014,"Sep",4,36.3,19.4146874800544,4.69,2.93577844613103,-0.789275,113.921327
"242",242,"Anuel AA",17.0343863828325,23.4197214227998,"Music","Anuel AA",147,"Colombia","CO","Music",225,6,73,19.4649917098765,11.1704351560235,13.9108207377686,13.6558111792066,16.4255803507063,3e+05,2016,"Sep",8,55.3,17.7342994828506,9.71,2.86362053458697,4.570868,-74.297333
"243",243,"Dan Rhodes",17.0263542111352,23.5790222091377,"Entertainment","Dan Rhodes",1644,"UK","GB","Entertainment",157,9,66,19.6203111336282,11.3265958867787,14.0778748224318,13.8112012863762,16.5818296671905,5e+05,2015,"Oct",30,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"244",244,"Yuya",17.0263542111352,21.6743448250575,"Howto & Style","Yuya",672,"Mexico","MX","Howto",3505,9,6,12.7257321355505,4.43081679884331,7.17011954344963,6.90775527898214,9.68657455097255,349153.834094369,2009,"Sep",20,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"245",245,"America's Got Talent",17.0263542111352,22.0314236964271,"Entertainment","America's Got Talent",1894,"USA","US","Entertainment",2122,72,65,18.7164202677819,10.4222813459513,13.1948700681911,12.9071879957393,15.6873127348659,4e+05,2006,"Jun",29,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"246",246,"mujjuu___14",17.0263542111352,23.4080834352301,"People & Blogs","mujjuu___14",872,"nan","nan","People",234,-1,8,19.8075299511167,11.5139249653033,14.28551418721,13.9978321147582,16.770420836998,9e+05,2020,"May",18,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"247",247,"EminemVEVO",17.0223138015982,23.7452360906876,"Music","EminemVEVO",104,"USA","US","Music",115,73,74,18.7531664735746,10.4602421081905,13.2317557541755,12.9439541574303,15.7176180843612,1e+05,2009,"May",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"248",248,"Chloe Ting",17.0223138015982,21.8201187160942,"Howto & Style","Chloe Ting",412,"Australia","AU","Howto",2897,2,7,16.9623746735222,8.66561319653451,11.4414294632652,11.1533892887505,13.9108207377686,349153.834094369,2011,"Aug",17,113.1,17.0645898316137,5.27,2.82728234633352,-25.274398,133.775136
"249",249,"KatyPerryVEVO",17.0182570009026,23.8910922341944,"Music","KatyPerryVEVO",175,"USA","US","Music",82,74,75,18.3034725430468,10.0078475678604,12.7821240542139,12.4942545930236,15.2741255806638,1e+05,2009,"Dec",13,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"250",250,"Mark Rober",17.0182570009026,22.0174414275187,"Science & Technology","Mark Rober",120,"USA","US","Tech",2178,74,3,18.2999245428166,10.0078475678604,12.7784636249543,12.4908755772311,15.2741255806638,2e+05,2011,"Oct",20,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"251",251,"1theK (ï¿½ï¿½ï¿½ï¿½ï",17.014183675515,23.8997380398475,"Music","1theK (ï¿½ï¿½ï¿½ï¿½ï",18950,"South Korea","KR","Entertainment",79,6,67,18.4748563803981,10.1811192891344,12.953471240922,12.6657102325267,15.4447510976946,349153.834094369,2011,"Jan",31,94.3,17.7611443007857,4.15,2.86537970209776,35.907757,127.766922
"252",252,"Like Nastya AE",17.0100936902634,23.2398265838166,"Entertainment","Like Nastya AE",658,"USA","US","Entertainment",312,75,68,18.950514561889,10.6572593549125,13.4291125125733,13.1413813832401,15.9196447122345,4e+05,2018,"Dec",19,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"253",253,"Amit Bhadana",17.0059869083108,21.5904708985735,"Entertainment","Amit Bhadana",17,"nan","nan","People",4054185,-1,7710,1.6094379124341,-4.60517018598809,-3.91202300542815,-3.91202300542815,-1.42711635564015,349153.834094369,2009,"Dec",31,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"254",254,"Pen Movies",17.0059869083108,22.6116638752486,"Film & Animation","Pen Movies",1667,"India","IN","Film",903,53,17,18.3678388827328,10.0732303271232,12.8463463364831,12.5588399646379,15.3415668614593,3e+05,2014,"Mar",25,28.1,21.0354583741811,5.36,2.9942529593165,20.593684,78.96288
"255",255,"MrBeast en Espaï¿½ï",17.0018631911269,21.7168561341324,"Entertainment","MrBeast en Espaï¿½ï",67,"Mexico","MX","Entertainment",3309,10,70,17.3297389615885,9.0359869848314,11.8085757070712,11.5208936346194,14.28551418721,1e+05,2021,"Jul",9,40.2,18.6519037603095,3.42,2.91488062678108,23.634501,-102.552784
"256",256,"shfa show India",17.0018631911269,23.4784642316203,"nan","shfa show India",469,"United Arab Emirates","AE","People",203,3,9,18.8341669303629,10.5400643816077,13.3126531038475,13.0249710313957,15.8033849061186,2e+05,2019,"Apr",1,36.8,16.094881167896,2.35,2.76965886054822,23.424076,53.847818
"257",257,"Super JoJo - Nursery Rhymes & Kids Songs",16.9977223984609,19.613920767491,"nan","Super JoJo - Nursery Rhymes & Kids Songs",36,"USA","US","Education",40117,77,15,19.6100565282673,11.3156932954405,14.0778748224318,13.8009044055749,16.5755204979972,1e+05,2019,"May",31,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"258",258,"Alejo Igoa",16.9977223984609,23.1210702400708,"Comedy","Alejo Igoa",802,"Argentina","AR","Entertainment",376,4,71,19.8107479788248,11.5169174862398,14.28551418721,13.9978321147582,16.7756156538751,6e+05,2014,"Jan",17,90,17.6208101638746,9.79,2.86433179376721,-38.416097,-63.616672
"259",259,"Daniel LaBelle",16.9977223984609,23.2817450051119,"Comedy","Daniel LaBelle",287,"nan","nan","Comedy",290,-1,14,19.8038828289107,11.5099209559499,14.28551418721,13.9978321147582,16.7651988930169,7e+05,2009,"Mar",11,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"260",260,"netd mï¿½ï¿",16.9977223984609,24.7505101553171,"Music","netd mï¿½ï¿",23491,"Turkey","TR","Music",14,2,76,19.8671643380031,11.57307938779,14.3461388090264,14.0778748224318,16.8310454588144,2e+05,2014,"Jan",23,23.9,18.2395139002206,13.49,2.88815801754021,38.963745,35.243322
"261",261,"DJ Snake",16.9977223984609,22.8545293611149,"Music","DJ Snake",252,"USA","US","Music",602,77,76,17.9632852964813,9.66776521901506,12.4419349692522,12.1542528968004,14.9141228466324,349153.834094369,2008,"Sep",24,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"262",262,"Diana and Roma ARA",16.9977223984609,23.1249051190957,"nan","Diana and Roma ARA",590,"USA","US","Entertainment",379,76,70,18.0184703335647,9.72316399840485,12.4968748453182,12.2095665347844,14.97866136777,2e+05,2019,"Feb",1,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"263",263,"KSI",16.9977223984609,22.5153863963069,"Entertainment","KSI",1252,"UK","GB","Music",1053,10,76,15.5091057784051,7.24422751560335,9.98966524877718,9.69892038679485,12.4726587546872,349153.834094369,2009,"Jul",25,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
"264",264,"Spider Slack",16.9935643883122,23.3582455951265,"Comedy","Spider Slack",901,"Brazil","BR","Comedy",252,13,14,20.450736381545,12.1568824013394,14.9141228466324,14.6484196808994,17.4128228185527,1100000,2020,"May",18,51.3,19.1747321166571,12.08,2.94582308834056,-14.235004,-51.92528
"265",265,"Goldmines Movies",16.9935643883122,22.4554413529142,"Film & Animation","Ti Ti",3,"nan","nan","People",4057888,-1,7725,1.09861228866811,-4.60517018598809,-4.60517018598809,-4.60517018598809,-1.96611285637283,349153.834094369,2018,"Apr",30,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"266",266,"Preston",16.9935643883122,22.8369885616412,"Gaming","Preston",4009,"USA","US","Entertainment",621,78,72,18.8373956682498,10.5427063910705,13.3159545264565,13.0282724540047,15.8033849061186,2e+05,2012,"Jul",4,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"267",267,"James Charles",16.9893890169017,22.1263875533821,"Entertainment","James Charles",505,"USA","US","Entertainment",1860,79,73,17.8781236260249,9.58190392840867,12.3566455040095,12.069106790457,14.8451299751454,1e+05,2015,"Dec",1,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"268",268,"Collins Key",16.9893890169017,22.6077461706843,"Entertainment","Collins Key",257,"USA","US","Entertainment",911,79,73,16.1999520974282,7.90100705199242,10.6782147200885,10.3920675673548,13.1633133637333,349153.834094369,2011,"Aug",9,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"269",269,"Diana and Roma EN",16.9893890169017,22.6992199805046,"People & Blogs","Diana and Roma EN",511,"USA","US","Entertainment",787,79,73,18.9959955126369,10.7009947484203,13.4745683458716,13.1868393965887,15.9555767214605,3e+05,2011,"Dec",22,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"270",270,"Venus Entertainment",16.9851961386417,22.4572417601566,"Entertainment","Venus Entertainment",70,"nan","nan","Entertainment",367929,-1,2500,10.3619561584666,2.07944154167984,4.84418708645859,4.55387689160054,7.3132203870903,349153.834094369,2016,"May",17,-1,-4.60517018598809,-1,-4.60517018598809,-1,0
"271",271,"Troom Troom",16.9851961386417,23.0664629769513,"Howto & Style","Troom Troom",2425,"USA","US","Howto",412,80,8,18.4010085081548,10.1064283965328,12.8795271927444,12.5920150871495,15.3630730666803,1e+05,2015,"Sep",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"272",272,"Enrique Iglesias",16.9851961386417,23.5961960897522,"Music","Enrique Iglesias",443,"USA","US","Music",154,80,77,18.6269954817996,10.3320179335753,13.1056240534,12.8177385842222,15.5904629088759,1e+05,2007,"Apr",12,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"273",273,"Ninja",16.9809856061054,21.6569287760175,"Gaming","Ninja",1732,"USA","US","Games",3590,81,19,15.9399254652868,7.64969262371151,10.4193007178132,10.1306231251199,12.9034608203474,349153.834094369,2011,"Nov",11,88.2,19.6092541528922,14.7,2.96611730578511,37.09024,-95.712891
"274",274,"FaZe Rug",16.9809856061054,22.7317203950401,"Gaming","FaZeRug",0,"Canada","CA","Games",4057944,3885,7268,18.9869778094495,-4.60517018598809,-4.60517018598809,-4.60517018598809,-4.60517018598809,1,2012,"Nov",30,68.9,17.4262117173895,5.56,2.84708381560522,56.130366,-106.346771
"275",275,"Mister Max",16.9809856061054,23.4647607304622,"People & Blogs","Mister Max",1099,"UK","GB","Entertainment",208,11,74,17.30645723177,9.01188943325234,11.7852400602909,11.4967960830403,14.28551418721,349153.834094369,2014,"Sep",22,60,18.017728550827,3.85,2.88139961122265,55.378051,-3.435973
